Date,2022/01/17
Time,15:59:47,
Sampling Number,8192,Flicker (MAX) [dB],-10.862
Weighting Factor,None,Detected Freq. [Hz],0.366
Decimation Interval,1,Max. [cd/m²],311.310
Flicker Output Sensor,XYZ,Min. [cd/m²],141.100
Light Receiving Sensor,Y (Lv),Ave. [cd/m²],219.958

Time [sec],Original Data,Weighted Data,
0,305.39822,
0.000333333333333333,305.0929,
0.000666666666666667,304.8497,
0.001,304.53845,
0.00133333333333333,304.26236,
0.00166666666666667,304.01065,
0.002,303.74683,
0.00233333333333333,303.42532,
0.00266666666666667,302.80383,
0.003,302.44275,
0.00333333333333333,302.3461,
0.00366666666666667,302.75378,
0.004,302.58185,
0.00433333333333333,302.31027,
0.00466666666666667,302.08231,
0.005,301.85098,
0.00533333333333333,301.66913,
0.00566666666666667,301.39404,
0.006,301.15036,
0.00633333333333333,300.93561,
0.00666666666666667,300.68622,
0.007,300.56024,
0.00733333333333333,300.29919,
0.00766666666666667,300.09958,
0.008,299.83151,
0.00833333333333333,299.67609,
0.00866666666666667,299.46353,
0.009,299.25266,
0.00933333333333333,299.04504,
0.00966666666666667,297.98495,
0.01,284.39526,
0.0103333333333333,278.35791,
0.0106666666666667,287.74347,
0.011,307.35901,
0.0113333333333333,311.1857,
0.0116666666666667,310.7702,
0.012,310.39352,
0.0123333333333333,309.89517,
0.0126666666666667,309.42059,
0.013,309.06326,
0.0133333333333333,308.58435,
0.0136666666666667,308.17023,
0.014,307.8252,
0.0143333333333333,307.48306,
0.0146666666666667,307.14072,
0.015,306.78815,
0.0153333333333333,306.39453,
0.0156666666666667,306.17728,
0.016,305.77338,
0.0163333333333333,305.50757,
0.0166666666666667,305.22272,
0.017,304.95392,
0.0173333333333333,304.6091,
0.0176666666666667,304.47159,
0.018,304.11255,
0.0183333333333333,303.92758,
0.0186666666666667,303.52328,
0.019,302.97009,
0.0193333333333333,302.65149,
0.0196666666666667,302.34412,
0.02,302.58542,
0.0203333333333333,302.67938,
0.0206666666666667,302.34729,
0.021,302.20673,
0.0213333333333333,301.85168,
0.0216666666666667,301.67038,
0.022,301.46475,
0.0223333333333333,301.21518,
0.0226666666666667,301.06238,
0.023,300.78625,
0.0233333333333333,300.54697,
0.0236666666666667,300.37531,
0.024,300.16364,
0.0243333333333333,299.99792,
0.0246666666666667,299.76929,
0.025,299.55038,
0.0253333333333333,299.37292,
0.0256666666666667,299.08765,
0.026,298.92236,
0.0263333333333333,290.77023,
0.0266666666666667,278.26828,
0.027,282.46967,
0.0273333333333333,300.51584,
0.0276666666666667,310.93863,
0.028,310.74561,
0.0283333333333333,310.26273,
0.0286666666666667,309.82092,
0.029,309.28168,
0.0293333333333333,308.8696,
0.0296666666666667,308.5069,
0.03,308.05383,
0.0303333333333333,307.71045,
0.0306666666666667,307.30573,
0.031,306.98102,
0.0313333333333333,306.63409,
0.0316666666666667,306.29526,
0.032,306.00504,
0.0323333333333333,305.69028,
0.0326666666666667,305.3457,
0.033,305.08551,
0.0333333333333333,304.85016,
0.0336666666666667,304.48505,
0.034,304.3045,
0.0343333333333333,303.96185,
0.0346666666666667,303.75198,
0.035,303.48044,
0.0353333333333333,303.04691,
0.0356666666666667,302.56021,
0.036,302.13354,
0.0363333333333333,302.13724,
0.0366666666666667,302.47333,
0.037,302.3092,
0.0373333333333333,301.95621,
0.0376666666666667,301.78778,
0.038,301.50369,
0.0383333333333333,301.37329,
0.0386666666666667,301.08075,
0.039,300.88614,
0.0393333333333333,300.66006,
0.0396666666666667,300.40625,
0.04,300.2438,
0.0403333333333333,300.02237,
0.0406666666666667,299.81314,
0.041,299.63754,
0.0413333333333333,299.36786,
0.0416666666666667,299.1908,
0.042,298.95331,
0.0423333333333333,298.77039,
0.0426666666666667,295.83136,
0.043,280.54385,
0.0433333333333333,279.21909,
0.0436666666666667,292.44745,
0.044,309.58093,
0.0443333333333333,310.72174,
0.0446666666666667,310.34525,
0.045,309.91064,
0.0453333333333333,309.38947,
0.0456666666666667,308.9104,
0.046,308.51572,
0.0463333333333333,308.07834,
0.0466666666666667,307.73029,
0.047,307.36905,
0.0473333333333333,307.03717,
0.0476666666666667,306.70477,
0.048,306.31342,
0.0483333333333333,306.01263,
0.0486666666666667,305.68027,
0.049,305.44022,
0.0493333333333333,305.04431,
0.0496666666666667,304.83945,
0.05,304.53323,
0.0503333333333333,304.23254,
0.0506666666666667,303.97464,
0.051,303.79599,
0.0513333333333333,303.49905,
0.0516666666666667,303.08981,
0.052,302.61835,
0.0523333333333333,302.211,
0.0526666666666667,301.97598,
0.053,302.37979,
0.0533333333333333,302.21738,
0.0536666666666667,302.03491,
0.054,301.72897,
0.0543333333333333,301.52316,
0.0546666666666667,301.34732,
0.055,301.02197,
0.0553333333333333,300.85535,
0.0556666666666667,300.58572,
0.056,300.4671,
0.0563333333333333,300.22778,
0.0566666666666667,299.94888,
0.057,299.82788,
0.0573333333333333,299.58276,
0.0576666666666667,299.40387,
0.058,299.15955,
0.0583333333333333,298.96292,
0.0586666666666667,298.79926,
0.059,298.1221,
0.0593333333333333,285.95123,
0.0596666666666667,277.87476,
0.06,285.77893,
0.0603333333333333,305.53156,
0.0606666666666667,310.90829,
0.061,310.62973,
0.0613333333333333,310.2001,
0.0616666666666667,309.69568,
0.062,309.25208,
0.0623333333333333,308.8699,
0.0626666666666667,308.40714,
0.063,308.06821,
0.0633333333333333,307.62598,
0.0636666666666667,307.24197,
0.064,306.91364,
0.0643333333333333,306.58069,
0.0646666666666667,306.22183,
0.065,305.9422,
0.0653333333333333,305.64529,
0.0656666666666667,305.37851,
0.066,305.08395,
0.0663333333333333,304.79434,
0.0666666666666667,304.48087,
0.067,304.18918,
0.0673333333333333,303.91855,
0.0676666666666667,303.70245,
0.068,303.44983,
0.0683333333333333,302.78857,
0.0686666666666667,302.50989,
0.069,302.06589,
0.0693333333333333,302.4108,
0.0696666666666667,302.45578,
0.07,302.22491,
0.0703333333333333,301.9472,
0.0706666666666667,301.73755,
0.071,301.44763,
0.0713333333333333,301.31149,
0.0716666666666667,301.04187,
0.072,300.83392,
0.0723333333333333,300.55164,
0.0726666666666667,300.45551,
0.073,300.2298,
0.0733333333333333,299.95255,
0.0736666666666667,299.76404,
0.074,299.53925,
0.0743333333333333,299.42371,
0.0746666666666667,299.1459,
0.075,298.87015,
0.0753333333333333,298.73306,
0.0756666666666667,292.49655,
0.076,278.6004,
0.0763333333333333,281.17535,
0.0766666666666667,298.06555,
0.077,310.63791,
0.0773333333333333,310.6044,
0.0776666666666667,310.15887,
0.078,309.74466,
0.0783333333333333,309.233,
0.0786666666666667,308.78394,
0.079,308.42575,
0.0793333333333333,307.99161,
0.0796666666666667,307.6192,
0.08,307.24243,
0.0803333333333333,306.90897,
0.0806666666666667,306.54019,
0.081,306.23166,
0.0813333333333333,305.87811,
0.0816666666666667,305.57016,
0.082,305.28607,
0.0823333333333333,304.99646,
0.0826666666666667,304.72424,
0.083,304.41272,
0.0833333333333333,304.16577,
0.0836666666666667,303.88977,
0.084,303.66949,
0.0843333333333333,303.35968,
0.0846666666666667,302.92706,
0.085,302.53201,
0.0853333333333333,302.02649,
0.0856666666666667,301.87695,
0.086,302.41791,
0.0863333333333333,302.07346,
0.0866666666666667,301.9097,
0.087,301.71786,
0.0873333333333333,301.46466,
0.0876666666666667,301.22504,
0.088,300.94168,
0.0883333333333333,300.79443,
0.0886666666666667,300.57016,
0.089,300.33798,
0.0893333333333333,300.14774,
0.0896666666666667,299.87515,
0.09,299.67996,
0.0903333333333333,299.53333,
0.0906666666666667,299.2597,
0.091,299.09525,
0.0913333333333333,298.93042,
0.0916666666666667,298.6871,
0.092,296.69028,
0.0923333333333333,281.92542,
0.0926666666666667,278.43094,
0.093,290.08261,
0.0933333333333333,308.63687,
0.0936666666666667,310.74094,
0.094,310.34695,
0.0943333333333333,309.8219,
0.0946666666666667,309.4447,
0.095,308.9743,
0.0953333333333333,308.53119,
0.0956666666666667,308.17728,
0.096,307.72906,
0.0963333333333333,307.37036,
0.0966666666666667,307.12112,
0.097,306.64923,
0.0973333333333333,306.3027,
0.0976666666666667,305.97726,
0.098,305.70178,
0.0983333333333333,305.38068,
0.0986666666666667,305.05222,
0.099,304.86591,
0.0993333333333333,304.50409,
0.0996666666666667,304.21744,
0.1,303.97333,
0.100333333333333,303.76935,
0.100666666666667,303.44504,
0.101,303.15125,
0.101333333333333,302.56256,
0.101666666666667,302.21292,
0.102,301.94406,
0.102333333333333,302.26126,
0.102666666666667,302.23663,
0.103,301.93008,
0.103333333333333,301.74954,
0.103666666666667,301.48651,
0.104,301.28958,
0.104333333333333,301.07449,
0.104666666666667,300.77463,
0.105,300.63812,
0.105333333333333,300.49203,
0.105666666666667,300.19293,
0.106,299.96405,
0.106333333333333,299.75687,
0.106666666666667,299.52997,
0.107,299.36127,
0.107333333333333,299.19409,
0.107666666666667,298.89386,
0.108,298.74966,
0.108333333333333,298.37656,
0.108666666666667,287.85074,
0.109,277.71524,
0.109333333333333,284.04056,
0.109666666666667,303.38217,
0.11,310.83685,
0.110333333333333,310.56613,
0.110666666666667,310.01285,
0.111,309.60745,
0.111333333333333,309.22049,
0.111666666666667,308.75449,
0.112,308.28955,
0.112333333333333,307.91931,
0.112666666666667,307.60855,
0.113,307.20581,
0.113333333333333,306.83963,
0.113666666666667,306.50537,
0.114,306.1785,
0.114333333333333,305.84256,
0.114666666666667,305.46616,
0.115,305.2186,
0.115333333333333,304.92166,
0.115666666666667,304.6196,
0.116,304.37296,
0.116333333333333,304.14474,
0.116666666666667,303.84323,
0.117,303.57053,
0.117333333333333,303.35065,
0.117666666666667,302.81256,
0.118,302.45798,
0.118333333333333,302.00958,
0.118666666666667,302.11993,
0.119,302.31451,
0.119333333333333,302.09009,
0.119666666666667,301.83182,
0.12,301.62946,
0.120333333333333,301.37811,
0.120666666666667,301.16644,
0.121,300.95908,
0.121333333333333,300.68457,
0.121666666666667,300.52554,
0.122,300.26889,
0.122333333333333,299.98816,
0.122666666666667,299.9032,
0.123,299.69006,
0.123333333333333,299.51749,
0.123666666666667,299.26154,
0.124,299.01862,
0.124333333333333,298.8428,
0.124666666666667,298.60583,
0.125,293.94028,
0.125333333333333,279.08188,
0.125666666666667,280.09436,
0.126,295.37277,
0.126333333333333,310.00824,
0.126666666666667,310.42996,
0.127,309.98441,
0.127333333333333,309.56961,
0.127666666666667,309.06903,
0.128,308.60498,
0.128333333333333,308.27722,
0.128666666666667,307.78281,
0.129,307.452,
0.129333333333333,306.98846,
0.129666666666667,306.76147,
0.13,306.37039,
0.130333333333333,306.0293,
0.130666666666667,305.67227,
0.131,305.37994,
0.131333333333333,305.10358,
0.131666666666667,304.78323,
0.132,304.57813,
0.132333333333333,304.24072,
0.132666666666667,303.88995,
0.133,303.71973,
0.133333333333333,303.40884,
0.133666666666667,303.25079,
0.134,302.84769,
0.134333333333333,302.34348,
0.134666666666667,301.88129,
0.135,301.74689,
0.135333333333333,302.10861,
0.135666666666667,301.96744,
0.136,301.7262,
0.136333333333333,301.45456,
0.136666666666667,301.29333,
0.137,300.96216,
0.137333333333333,300.8168,
0.137666666666667,300.53174,
0.138,300.35947,
0.138333333333333,300.1044,
0.138666666666667,299.90308,
0.139,299.73529,
0.139333333333333,299.58273,
0.139666666666667,299.27002,
0.14,299.08856,
0.140333333333333,298.93918,
0.140666666666667,298.6886,
0.141,298.48416,
0.141333333333333,297.21924,
0.141666666666667,283.34088,
0.142,278.02808,
0.142333333333333,288.06204,
0.142666666666667,307.48056,
0.143,310.79855,
0.143333333333333,310.38098,
0.143666666666667,309.97964,
0.144,309.52731,
0.144333333333333,309.1087,
0.144666666666667,308.63696,
0.145,308.25449,
0.145333333333333,307.81345,
0.145666666666667,307.46445,
0.146,307.08774,
0.146333333333333,306.67734,
0.146666666666667,306.40768,
0.147,306.15427,
0.147333333333333,305.73581,
0.147666666666667,305.47806,
0.148,305.12784,
0.148333333333333,304.84689,
0.148666666666667,304.66104,
0.149,304.32733,
0.149333333333333,304.07068,
0.149666666666667,303.75488,
0.15,303.53802,
0.150333333333333,303.21924,
0.150666666666667,302.64365,
0.151,302.25974,
0.151333333333333,301.99628,
0.151666666666667,302.18326,
0.152,302.2778,
0.152333333333333,302.03915,
0.152666666666667,301.82339,
0.153,301.52625,
0.153333333333333,301.3298,
0.153666666666667,301.0889,
0.154,300.94104,
0.154333333333333,300.64746,
0.154666666666667,300.50641,
0.155,300.24942,
0.155333333333333,300.02737,
0.155666666666667,299.74792,
0.156,299.63068,
0.156333333333333,299.39169,
0.156666666666667,299.27786,
0.157,298.98004,
0.157333333333333,298.81293,
0.157666666666667,298.54626,
0.158,289.96182,
0.158333333333333,277.92545,
0.158666666666667,282.73291,
0.159,301.31705,
0.159333333333333,310.88794,
0.159666666666667,310.72247,
0.16,310.23285,
0.160333333333333,309.78561,
0.160666666666667,309.26178,
0.161,308.88391,
0.161333333333333,308.43893,
0.161666666666667,307.99994,
0.162,307.63937,
0.162333333333333,307.30643,
0.162666666666667,306.90994,
0.163,306.56656,
0.163333333333333,306.25781,
0.163666666666667,305.93387,
0.164,305.62402,
0.164333333333333,305.31497,
0.164666666666667,305.00647,
0.165,304.69516,
0.165333333333333,304.49725,
0.165666666666667,304.12738,
0.166,303.86456,
0.166333333333333,303.66083,
0.166666666666667,303.39905,
0.167,302.9437,
0.167333333333333,302.46136,
0.167666666666667,302.03522,
0.168,302.17706,
0.168333333333333,302.46793,
0.168666666666667,302.18298,
0.169,301.89313,
0.169333333333333,301.72202,
0.169666666666667,301.43585,
0.17,301.16855,
0.170333333333333,301.02444,
0.170666666666667,300.77167,
0.171,300.61685,
0.171333333333333,300.414,
0.171666666666667,300.19339,
0.172,299.96472,
0.172333333333333,299.74036,
0.172666666666667,299.5444,
0.173,299.29749,
0.173333333333333,299.15723,
