Date,1/17/2022,,
Time,18:14:57,,
Sampling Number,8192,Flicker (MAX) [dB],2.42
Weighting Factor,None,Detected Freq. [Hz],0.366
Decimation Interval,1,Max. [cd/m²],64.451
Flicker Output Sensor,XYZ,Min. [cd/m²],0.297
Light Receiving Sensor,Y (Lv),Ave. [cd/m²],7.684
,,,
Time [sec],Original Data,Weighted Data,
0.028333333,64.182228,,
0.028666667,64.159592,,
0.029,64.129105,,
0.029333333,64.079659,,
0.029666667,64.040123,,
0.03,63.997444,,
0.030333333,63.922722,,
0.030666667,63.887684,,
0.031,63.849407,,
0.031333333,63.787449,,
0.031666667,63.765156,,
0.032,63.705437,,
0.032333333,63.659466,,
0.032666667,63.536583,,
0.033,63.441257,,
0.033333333,63.57056,,
0.033666667,63.628544,,
0.034,63.46917,,
0.034333333,63.441307,,
0.034666667,63.364948,,
0.035,63.362473,,
0.035333333,63.31015,,
0.035666667,63.256912,,
0.036,63.233467,,
0.036333333,63.140663,,
0.036666667,63.153812,,
0.037,63.083477,,
0.037333333,63.039055,,
0.037666667,63.014549,,
0.038,62.98156,,
0.038333333,62.947395,,
0.038666667,62.854473,,
0.039,62.838337,,
0.039333333,62.794914,,
0.039666667,62.74971,,
0.04,61.985542,,
0.040333333,54.881588,,
0.040666667,50.787373,,
0.041,53.781162,,
0.041333333,61.893944,,
0.041666667,63.957005,,
0.042,64.222549,,
0.042333333,64.353622,,
0.042666667,64.402367,,
0.043,64.451096,,
0.043333333,64.38311,,
0.043666667,64.42585,,
0.044,64.399315,,
0.044333333,64.364693,,
0.044666667,64.295929,,
0.045,64.280937,,
0.045333333,64.244118,,
0.045666667,64.182487,,
0.046,64.143425,,
0.046333333,64.076271,,
0.046666667,64.026436,,
0.047,64.014153,,
0.047333333,63.930347,,
0.047666667,63.933914,,
0.048,63.84016,,
0.048333333,63.832314,,
0.048666667,63.752205,,
0.049,63.702236,,
0.049333333,63.54245,,
0.049666667,63.617756,,
0.05,63.683319,,
0.050333333,63.651855,,
0.050666667,63.553661,,
0.051,63.504402,,
0.051333333,63.437893,,
0.051666667,63.412712,,
0.052,63.379482,,
0.052333333,63.301598,,
0.052666667,63.295059,,
0.053,63.228619,,
0.053333333,63.203003,,
0.053666667,63.146603,,
0.054,63.101727,,
0.054333333,63.074341,,
0.054666667,63.033165,,
0.055,63.018753,,
0.055333333,62.926628,,
0.055666667,62.914986,,
0.056,62.853039,,
0.056333333,62.742439,,
0.056666667,58.136433,,
0.057,51.422421,,
0.057333333,51.718571,,
0.057666667,59.133942,,
0.058,63.638206,,
0.058333333,64.055031,,
0.058666667,64.231544,,
0.059,64.309921,,
0.059333333,64.346016,,
0.059666667,64.334015,,
0.06,64.315567,,
0.060333333,64.261963,,
0.060666667,64.279594,,
0.061,64.228088,,
0.061333333,64.180473,,
0.061666667,64.153496,,
0.062,64.076675,,
0.062333333,64.076653,,
0.062666667,64.020966,,
0.063,63.978741,,
0.063333333,63.900166,,
0.063666667,63.869751,,
0.064,63.819691,,
0.064333333,63.801502,,
0.064666667,63.744148,,
0.065,63.693371,,
0.065333333,63.653858,,
0.065666667,63.536476,,
0.066,63.466629,,
0.066333333,63.621635,,
0.066666667,63.579124,,
0.067,63.480701,,
0.067333333,63.454781,,
0.067666667,63.397625,,
0.068,63.339939,,
0.068333333,63.310741,,
0.068666667,63.247051,,
0.069,63.205704,,
0.069333333,63.162376,,
0.069666667,63.130234,,
0.07,63.10384,,
0.070333333,63.034954,,
0.070666667,63.00032,,
0.071,62.967781,,
0.071333333,62.908798,,
0.071666667,62.902649,,
0.072,62.828026,,
0.072333333,62.808464,,
0.072666667,62.766472,,
0.073,60.829216,,
0.073333333,53.04686,,
0.073666667,50.860348,,
0.074,55.859592,,
0.074333333,62.962395,,
0.074666667,64.002716,,
0.075,64.246025,,
0.075333333,64.370705,,
0.075666667,64.354988,,
0.076,64.422966,,
0.076333333,64.401192,,
0.076666667,64.3479,,
0.077,64.355507,,
0.077333333,64.318085,,
0.077666667,64.272255,,
0.078,64.19268,,
0.078333333,64.187141,,
0.078666667,64.144218,,
0.079,64.091629,,
0.079333333,64.02507,,
0.079666667,63.995934,,
0.08,63.953526,,
0.080333333,63.870899,,
0.080666667,63.835388,,
0.081,63.813931,,
0.081333333,63.773518,,
0.081666667,63.701469,,
0.082,63.655712,,
0.082333333,63.457813,,
0.082666667,63.602543,,
0.083,63.669792,,
0.083333333,63.550182,,
0.083666667,63.520309,,
0.084,63.442913,,
0.084333333,63.409092,,
0.084666667,63.363312,,
0.085,63.331264,,
0.085333333,63.276447,,
0.085666667,63.241932,,
0.086,63.195663,,
0.086333333,63.145317,,
0.086666667,63.111225,,
0.087,63.066589,,
0.087333333,62.990803,,
0.087666667,62.983631,,
0.088,62.940201,,
0.088333333,62.885941,,
0.088666667,62.83876,,
0.089,62.81601,,
0.089333333,62.337097,,
0.089666667,55.891975,,
0.09,50.830723,,
0.090333333,52.975262,,
0.090666667,61.106609,,
0.091,63.805412,,
0.091333333,64.097023,,
0.091666667,64.269379,,
0.092,64.299225,,
0.092333333,64.317619,,
0.092666667,64.2948,,
0.093,64.307587,,
0.093333333,64.270142,,
0.093666667,64.253967,,
0.094,64.214104,,
0.094333333,64.172089,,
0.094666667,64.147713,,
0.095,64.068901,,
0.095333333,64.021301,,
0.095666667,63.977924,,
0.096,63.927086,,
0.096333333,63.895901,,
0.096666667,63.864738,,
0.097,63.804646,,
0.097333333,63.767475,,
0.097666667,63.727093,,
0.098,63.658379,,
0.098333333,63.618595,,
0.098666667,63.445797,,
0.099,63.478764,,
0.099333333,63.593185,,
0.099666667,63.526836,,
0.1,63.453743,,
0.100333333,63.41552,,
0.100666667,63.337982,,
0.101,63.313568,,
0.101333333,63.242874,,
0.101666667,63.237137,,
0.102,63.149612,,
0.102333333,63.132751,,
0.102666667,63.080357,,
0.103,63.040253,,
0.103333333,63.024372,,
0.103666667,62.970673,,
0.104,62.918339,,
0.104333333,62.84869,,
0.104666667,62.857109,,
0.105,62.785576,,
0.105333333,62.751835,,
0.105666667,62.695004,,
0.106,59.005814,,
0.106333333,51.725922,,
0.106666667,51.305958,,
0.107,58.146873,,
0.107333333,63.493107,,
0.107666667,64.047577,,
0.108,64.223785,,
0.108333333,64.289337,,
0.108666667,64.319443,,
0.109,64.354576,,
0.109333333,64.308075,,
0.109666667,64.332397,,
0.11,64.265488,,
0.110333333,64.21096,,
0.110666667,64.14698,,
0.111,64.149071,,
0.111333333,64.098534,,
0.111666667,64.082504,,
0.112,64.010468,,
0.112333333,63.974659,,
0.112666667,63.885078,,
0.113,63.89394,,
0.113333333,63.781586,,
0.113666667,63.79903,,
0.114,63.741779,,
0.114333333,63.711983,,
0.114666667,63.595222,,
0.115,63.51474,,
0.115333333,63.423119,,
0.115666667,63.591797,,
0.116,63.600639,,
0.116333333,63.472874,,
0.116666667,63.417461,,
0.117,63.39975,,
0.117333333,63.332283,,
0.117666667,63.294632,,
0.118,63.253326,,
0.118333333,63.215759,,
0.118666667,63.139503,,
0.119,63.095802,,
0.119333333,63.086735,,
0.119666667,63.033436,,
0.12,62.96529,,
0.120333333,62.942822,,
0.120666667,62.92104,,
0.121,62.832695,,
0.121333333,62.801304,,
0.121666667,62.790653,,
0.122,62.738018,,
0.122333333,61.401955,,
0.122666667,53.792824,,
0.123,50.751286,,
0.123333333,54.925201,,
0.123666667,62.589996,,
0.124,64.007675,,
0.124333333,64.269844,,
0.124666667,64.332809,,
0.125,64.407196,,
0.125333333,64.416481,,
0.125666667,64.396988,,
0.126,64.373909,,
0.126333333,64.374649,,
0.126666667,64.348846,,
0.127,64.274666,,
0.127333333,64.256699,,
0.127666667,64.193985,,
0.128,64.173721,,
0.128333333,64.106262,,
0.128666667,64.056328,,
0.129,64.029816,,
0.129333333,63.969395,,
0.129666667,63.932022,,
0.13,63.878056,,
0.130333333,63.825211,,
0.130666667,63.760372,,
0.131,63.723282,,
0.131333333,63.65519,,
0.131666667,63.524738,,
0.132,63.603355,,
0.132333333,63.667049,,
0.132666667,63.590904,,
0.133,63.519497,,
0.133333333,63.443523,,
0.133666667,63.449471,,
0.134,63.350906,,
0.134333333,63.334568,,
0.134666667,63.296925,,
0.135,63.256439,,
0.135333333,63.155445,,
0.135666667,63.170334,,
0.136,63.09063,,
0.136333333,63.081326,,
0.136666667,63.028481,,
0.137,63.013813,,
0.137333333,62.892227,,
0.137666667,62.931721,,
0.138,62.87421,,
0.138333333,62.807507,,
0.138666667,62.538738,,
0.139,56.899986,,
0.139333333,51.020767,,
0.139666667,52.376896,,
0.14,60.354725,,
0.140333333,63.75087,,
0.140666667,64.123978,,
0.141,64.266914,,
0.141333333,64.316032,,
0.141666667,64.388237,,
0.142,64.361588,,
0.142333333,64.334564,,
0.142666667,64.313667,,
0.143,64.268089,,
0.143333333,64.237915,,
0.143666667,64.212685,,
0.144,64.1492,,
0.144333333,64.118698,,
0.144666667,64.062164,,
0.145,64.026947,,
0.145333333,63.98024,,
0.145666667,63.921997,,
0.146,63.855679,,
0.146333333,63.822628,,
0.146666667,63.76244,,
0.147,63.746143,,
0.147333333,63.702579,,
0.147666667,63.640003,,
0.148,63.486282,,
0.148333333,63.49704,,
0.148666667,63.615612,,
0.149,63.578705,,
0.149333333,63.452961,,
0.149666667,63.444656,,
0.15,63.401031,,
0.150333333,63.316021,,
0.150666667,63.315319,,
0.151,63.248775,,
0.151333333,63.189861,,
0.151666667,63.162102,,
0.152,63.129299,,
0.152333333,63.085972,,
0.152666667,63.033684,,
0.153,62.996086,,
0.153333333,62.931812,,
0.153666667,62.919155,,
0.154,62.867756,,
0.154333333,62.819717,,
0.154666667,62.774475,,
0.155,62.721958,,
0.155333333,59.860691,,
0.155666667,52.219921,,
0.156,51.009132,,
0.156333333,57.079052,,
0.156666667,63.254875,,
0.157,63.961674,,
0.157333333,64.143776,,
0.157666667,64.250534,,
0.158,64.293488,,
0.158333333,64.297562,,
0.158666667,64.282936,,
0.159,64.236641,,
0.159333333,64.229416,,
0.159666667,64.201172,,
0.16,64.139572,,
0.160333333,64.13665,,
0.160666667,64.077484,,
0.161,64.040764,,
0.161333333,63.956257,,
0.161666667,63.951042,,
0.162,63.871811,,
0.162333333,63.855614,,
0.162666667,63.79472,,
0.163,63.740738,,
0.163333333,63.710068,,
0.163666667,63.663395,,
0.164,63.609062,,
0.164333333,63.471344,,
0.164666667,63.3834,,
0.165,63.547787,,
0.165333333,63.546509,,
0.165666667,63.440342,,
0.166,63.394932,,
0.166333333,63.358604,,
0.166666667,63.287029,,
0.167,63.262539,,
0.167333333,63.214134,,
0.167666667,63.151726,,
0.168,63.104362,,
0.168333333,63.109291,,
0.168666667,63.008389,,
0.169,63.012386,,
0.169333333,62.949909,,
0.169666667,62.937534,,
0.17,62.866104,,
0.170333333,62.824482,,
0.170666667,62.762329,,
0.171,62.74313,,
0.171333333,62.704197,,
0.171666667,61.820549,,
0.172,54.577339,,
0.172333333,50.706295,,
0.172666667,53.971905,,
0.173,61.980633,,
0.173333333,63.875027,,
0.173666667,64.174095,,
0.174,64.262665,,
0.174333333,64.333611,,
0.174666667,64.357056,,
0.175,64.3377,,
0.175333333,64.345139,,
0.175666667,64.30304,,
0.176,64.223953,,
0.176333333,64.248222,,
0.176666667,64.134689,,
0.177,64.157692,,
0.177333333,64.063721,,
0.177666667,64.052811,,
0.178,63.98254,,
0.178333333,63.943207,,
0.178666667,63.89183,,
0.179,63.86058,,
0.179333333,63.813419,,
0.179666667,63.780693,,
0.18,63.721535,,
0.180333333,63.661011,,
0.180666667,63.577,,
0.181,63.461079,,
0.181333333,63.51936,,
0.181666667,63.585281,,
0.182,63.552139,,
0.182333333,63.433846,,
0.182666667,63.382614,,
0.183,63.384933,,
0.183333333,63.324955,,
0.183666667,63.302853,,
0.184,63.229916,,
0.184333333,63.213112,,
0.184666667,63.12582,,
0.185,63.119041,,
0.185333333,63.054836,,
0.185666667,63.038105,,
0.186,62.946758,,
0.186333333,62.948059,,
0.186666667,62.907558,,
0.187,62.859867,,
0.187333333,62.775059,,
0.187666667,62.78265,,
0.188,62.640541,,
0.188333333,57.759144,,
0.188666667,51.252609,,
0.189,51.766273,,
0.189333333,59.333111,,
0.189666667,63.612835,,
0.19,63.987789,,
0.190333333,64.217285,,
0.190666667,64.255547,,
0.191,64.255791,,
0.191333333,64.285156,,
0.191666667,64.25444,,
0.192,64.247345,,
0.192333333,64.185509,,
0.192666667,64.167847,,
0.193,64.14724,,
0.193333333,64.052299,,
0.193666667,64.086937,,
0.194,63.969112,,
0.194333333,63.962971,,
0.194666667,63.883862,,
0.195,63.869976,,
0.195333333,63.817062,,
0.195666667,63.760899,,
0.196,63.718922,,
0.196333333,63.67593,,
0.196666667,63.604618,,
0.197,63.576637,,
0.197333333,63.402843,,
0.197666667,63.398533,,
0.198,63.563648,,
0.198333333,63.525135,,
0.198666667,63.3703,,
0.199,63.367664,,
0.199333333,63.347488,,
0.199666667,63.272198,,
0.2,63.25238,,
0.200333333,63.172417,,
0.200666667,63.142532,,
0.201,63.136883,,
0.201333333,62.998207,,
0.201666667,62.991978,,
0.202,62.947334,,
0.202333333,62.953739,,
0.202666667,62.890381,,
0.203,62.837666,,
0.203333333,62.780643,,
0.203666667,62.773781,,
0.204,62.726841,,
0.204333333,62.688347,,
0.204666667,60.561699,,
0.205,52.751961,,
0.205333333,50.83543,,
0.205666667,56.072746,,
0.206,62.986053,,
0.206333333,63.943329,,
0.206666667,64.165802,,
0.207,64.268173,,
0.207333333,64.334564,,
0.207666667,64.350273,,
0.208,64.337303,,
0.208333333,64.305702,,
0.208666667,64.273354,,
0.209,64.225044,,
0.209333333,64.173416,,
0.209666667,64.16983,,
0.21,64.056641,,
0.210333333,64.061981,,
0.210666667,63.978485,,
0.211,63.96368,,
0.211333333,63.941544,,
0.211666667,63.876175,,
0.212,63.80526,,
0.212333333,63.775639,,
0.212666667,63.712593,,
0.213,63.715275,,
0.213333333,63.601604,,
0.213666667,63.543301,,
0.214,63.434254,,
0.214333333,63.531166,,
0.214666667,63.57663,,
0.215,63.443542,,
0.215333333,63.414021,,
0.215666667,63.368015,,
0.216,63.318283,,
0.216333333,63.275661,,
0.216666667,63.243912,,
0.217,63.209225,,
0.217333333,63.130856,,
0.217666667,63.08997,,
0.218,63.062225,,
0.218333333,63.031349,,
0.218666667,62.989315,,
0.219,62.966236,,
0.219333333,62.878922,,
0.219666667,62.868351,,
0.22,62.799816,,
0.220333333,62.780937,,
0.220666667,62.703411,,
0.221,62.168056,,
0.221333333,55.487904,,
0.221666667,50.786087,,
0.222,53.206417,,
0.222333333,61.380894,,
0.222666667,63.868195,,
0.223,64.142593,,
0.223333333,64.310524,,
0.223666667,64.3592,,
0.224,64.360573,,
0.224333333,64.359665,,
0.224666667,64.309441,,
0.225,64.323799,,
0.225333333,64.321198,,
0.225666667,64.249939,,
0.226,64.186699,,
0.226333333,64.156868,,
0.226666667,64.123032,,
0.227,64.062439,,
0.227333333,64.039825,,
0.227666667,63.982079,,
0.228,63.938305,,
0.228333333,63.865147,,
0.228666667,63.812115,,
0.229,63.788242,,
0.229333333,63.721798,,
0.229666667,63.690475,,
0.23,63.647419,,
0.230333333,63.479538,,
0.230666667,63.531738,,
0.231,63.608818,,
0.231333333,63.569016,,
0.231666667,63.437176,,
0.232,63.450165,,
0.232333333,63.351166,,
0.232666667,63.344563,,
0.233,63.275143,,
0.233333333,63.229828,,
0.233666667,63.205986,,
0.234,63.170441,,
0.234333333,63.132095,,
0.234666667,63.056931,,
0.235,63.03619,,
0.235333333,62.949726,,
0.235666667,62.959633,,
0.236,62.90255,,
0.236333333,62.868267,,
0.236666667,62.843159,,
0.237,62.763664,,
0.237333333,62.693329,,
0.237666667,58.734608,,
0.238,51.63826,,
0.238333333,51.355137,,
0.238666667,58.41721,,
0.239,63.475742,,
0.239333333,63.983974,,
0.239666667,64.234581,,
0.24,64.220963,,
0.240333333,64.290047,,
0.240666667,64.331757,,
0.241,64.286301,,
0.241333333,64.277603,,
0.241666667,64.236954,,
0.242,64.215225,,
0.242333333,64.179146,,
0.242666667,64.080177,,
0.243,64.106598,,
0.243333333,64.033745,,
0.243666667,64.000702,,
0.244,63.93504,,
0.244333333,63.850807,,
0.244666667,63.860073,,
0.245,63.793758,,
0.245333333,63.743225,,
0.245666667,63.712147,,
0.246,63.643288,,
0.246333333,63.612095,,
0.246666667,63.415409,,
0.247,63.442001,,
0.247333333,63.540604,,
0.247666667,63.543732,,
0.248,63.431778,,
0.248333333,63.373592,,
0.248666667,63.318882,,
0.249,63.323078,,
0.249333333,63.209831,,
0.249666667,63.234909,,
0.25,63.156166,,
0.250333333,63.131401,,
0.250666667,63.05534,,
0.251,63.044228,,
0.251333333,63.01862,,
0.251666667,62.934402,,
0.252,62.913982,,
0.252333333,62.840076,,
0.252666667,62.837158,,
0.253,62.775681,,
0.253333333,62.739948,,
0.253666667,62.706135,,
0.254,61.194263,,
0.254333333,53.479542,,
0.254666667,50.718006,,
0.255,55.119148,,
0.255333333,62.621899,,
0.255666667,63.917248,,
0.256,64.143242,,
0.256333333,64.280502,,
0.256666667,64.318626,,
0.257,64.329849,,
0.257333333,64.295998,,
0.257666667,64.305168,,
0.258,64.27282,,
0.258333333,64.222824,,
0.258666667,64.193863,,
0.259,64.1511,,
0.259333333,64.104385,,
0.259666667,64.079636,,
0.26,64.00386,,
0.260333333,64.009918,,
0.260666667,63.940403,,
0.261,63.865753,,
0.261333333,63.818031,,
0.261666667,63.824577,,
0.262,63.730671,,
0.262333333,63.683777,,
0.262666667,63.639202,,
0.263,63.575138,,
0.263333333,63.436478,,
0.263666667,63.523056,,
0.264,63.597393,,
0.264333333,63.477478,,
0.264666667,63.434772,,
0.265,63.382557,,
0.265333333,63.329922,,
0.265666667,63.28492,,
0.266,63.236427,,
0.266333333,63.185535,,
0.266666667,63.118477,,
0.267,63.121956,,
0.267333333,63.076637,,
0.267666667,63.027569,,
0.268,62.935734,,
0.268333333,62.921776,,
0.268666667,62.919495,,
0.269,62.857864,,
0.269333333,62.803524,,
0.269666667,62.771446,,
0.27,62.744587,,
0.270333333,62.423546,,
0.270666667,56.459572,,
0.271,50.901184,,
0.271333333,52.440697,,
0.271666667,60.500038,,
0.272,63.680664,,
0.272333333,64.019928,,
0.272666667,64.165924,,
0.273,64.27433,,
0.273333333,64.266754,,
0.273666667,64.259918,,
0.274,64.246414,,
0.274333333,64.217537,,
0.274666667,64.178078,,
0.275,64.1623,,
0.275333333,64.100075,,
0.275666667,64.054352,,
0.276,63.997459,,
0.276333333,63.984364,,
0.276666667,63.89053,,
0.277,63.909725,,
0.277333333,63.858322,,
0.277666667,63.785721,,
0.278,63.730095,,
0.278333333,63.692806,,
0.278666667,63.63509,,
0.279,63.597015,,
0.279333333,63.496284,,
0.279666667,63.383461,,
0.28,63.393723,,
0.280333333,63.518337,,
0.280666667,63.474724,,
0.281,63.345722,,
0.281333333,63.327976,,
0.281666667,63.277275,,
0.282,63.236797,,
0.282333333,63.192326,,
0.282666667,63.152119,,
0.283,63.155876,,
0.283333333,63.055611,,
0.283666667,63.043945,,
0.284,62.966484,,
0.284333333,62.931091,,
0.284666667,62.90913,,
0.285,62.83638,,
0.285333333,62.806896,,
0.285666667,62.80582,,
0.286,62.678898,,
0.286333333,62.713215,,
0.286666667,62.604706,,
0.287,59.510185,,
0.287333333,51.993187,,
0.287666667,51.017773,,
0.288,57.374607,,
0.288333333,63.292862,,
0.288666667,63.916,,
0.289,64.178734,,
0.289333333,64.229713,,
0.289666667,64.286987,,
0.29,64.268509,,
0.290333333,64.295654,,
0.290666667,64.251938,,
0.291,64.264473,,
0.291333333,64.162086,,
0.291666667,64.162827,,
0.292,64.120445,,
0.292333333,64.042999,,
0.292666667,64.05674,,
0.293,63.956051,,
0.293333333,63.930824,,
0.293666667,63.861534,,
0.294,63.811684,,
0.294333333,63.793594,,
0.294666667,63.708958,,
0.295,63.684643,,
0.295333333,63.670258,,
0.295666667,63.561172,,
0.296,63.46291,,
0.296333333,63.357243,,
0.296666667,63.547909,,
0.297,63.510384,,
0.297333333,63.400936,,
0.297666667,63.371368,,
0.298,63.34095,,
0.298333333,63.274227,,
0.298666667,63.225544,,
0.299,63.238239,,
0.299333333,63.150139,,
0.299666667,63.094795,,
0.3,63.082497,,
0.300333333,63.026951,,
0.300666667,62.979603,,
0.301,62.936768,,
0.301333333,62.895779,,
0.301666667,62.866676,,
0.302,62.81205,,
0.302333333,62.78746,,
0.302666667,62.704182,,
0.303,62.685749,,
0.303333333,61.700909,,
0.303666667,54.309029,,
0.304,50.650795,,
0.304333333,54.203354,,
0.304666667,62.133553,,
0.305,63.881039,,
0.305333333,64.116318,,
0.305666667,64.285095,,
0.306,64.303894,,
0.306333333,64.30558,,
0.306666667,64.329697,,
0.307,64.326828,,
0.307333333,64.264038,,
0.307666667,64.21608,,
0.308,64.197044,,
0.308333333,64.144333,,
0.308666667,64.125977,,
0.309,64.056831,,
0.309333333,64.022003,,
0.309666667,63.964745,,
0.31,63.910015,,
0.310333333,63.892685,,
0.310666667,63.837219,,
0.311,63.769974,,
0.311333333,63.767864,,
0.311666667,63.697838,,
0.312,63.622871,,
0.312333333,63.561184,,
0.312666667,63.422344,,
0.313,63.280827,,
0.313333333,63.412304,,
0.313666667,62.838966,,
0.314,62.396168,,
0.314333333,62.414742,,
0.314666667,62.374645,,
0.315,62.341633,,
0.315333333,62.312481,,
0.315666667,62.306637,,
0.316,62.254948,,
0.316333333,62.25198,,
0.316666667,62.222755,,
0.317,62.168053,,
0.317333333,62.137394,,
0.317666667,62.165836,,
0.318,62.074219,,
0.318333333,62.065651,,
0.318666667,62.042374,,
0.319,62.007786,,
0.319333333,61.953659,,
0.319666667,61.833454,,
0.32,54.675457,,
0.320333333,33.805374,,
0.320666667,11.415558,,
0.321,0.9563149,,
0.321333333,0.3974808,,
0.321666667,0.3611644,,
0.322,0.3569327,,
0.322333333,0.3549303,,
0.322666667,0.3666297,,
0.323,0.3482699,,
0.323333333,0.3527858,,
0.323666667,0.3599133,,
0.324,0.3419103,,
0.324333333,0.3610606,,
0.324666667,0.3347052,,
0.325,0.3630515,,
0.325333333,0.338219,,
0.325666667,0.3612424,,
0.326,0.3345467,,
0.326333333,0.350125,,
0.326666667,0.3234703,,
0.327,0.3412604,,
0.327333333,0.3536502,,
0.327666667,0.3450163,,
0.328,0.3258713,,
0.328333333,0.3618895,,
0.328666667,0.3419743,,
0.329,0.3294933,,
0.329333333,0.3585299,,
0.329666667,0.3363042,,
0.33,0.3352287,,
0.330333333,0.3532027,,
0.330666667,0.3456827,,
0.331,0.3555354,,
0.331333333,0.3396067,,
0.331666667,0.3479557,,
0.332,0.3407126,,
0.332333333,0.3674677,,
0.332666667,0.3287368,,
0.333,0.3723364,,
0.333333333,0.3448726,,
0.333666667,0.3450686,,
0.334,0.3437338,,
0.334333333,0.3427144,,
0.334666667,0.3438669,,
0.335,0.345131,,
0.335333333,0.3445728,,
0.335666667,0.341334,,
0.336,0.3260366,,
0.336333333,0.3608971,,
0.336666667,0.3845102,,
0.337,0.3705566,,
0.337333333,0.3587041,,
0.337666667,0.3367862,,
0.338,0.3364291,,
0.338333333,0.352365,,
0.338666667,0.3369357,,
0.339,0.339301,,
0.339333333,0.3447241,,
0.339666667,0.3593038,,
0.34,0.3395536,,
0.340333333,0.3455105,,
0.340666667,0.3385923,,
0.341,0.3626694,,
0.341333333,0.3314015,,
0.341666667,0.3364338,,
0.342,0.3525366,,
0.342333333,0.3294234,,
0.342666667,0.3361289,,
0.343,0.3427487,,
0.343333333,0.3358383,,
0.343666667,0.3368292,,
0.344,0.3526326,,
0.344333333,0.3327632,,
0.344666667,0.3372949,,
0.345,0.3298939,,
0.345333333,0.3388231,,
0.345666667,0.335823,,
0.346,0.3245245,,
0.346333333,0.3540374,,
0.346666667,0.3225709,,
0.347,0.334211,,
0.347333333,0.3299382,,
0.347666667,0.3712157,,
0.348,0.3343414,,
0.348333333,0.3486186,,
0.348666667,0.3408187,,
0.349,0.344554,,
0.349333333,0.3481486,,
0.349666667,0.3348716,,
0.35,0.3308142,,
0.350333333,0.3489123,,
0.350666667,0.352004,,
0.351,0.3289241,,
0.351333333,0.341003,,
0.351666667,0.3338401,,
0.352,0.3259087,,
0.352333333,0.3411357,,
0.352666667,0.3332553,,
0.353,0.3368212,,
0.353333333,0.3402679,,
0.353666667,0.3370111,,
0.354,0.3518643,,
0.354333333,0.3302411,,
0.354666667,0.3480286,,
0.355,0.3282014,,
0.355333333,0.3427289,,
0.355666667,0.3491527,,
0.356,0.3401094,,
0.356333333,0.3458799,,
0.356666667,0.3498725,,
0.357,0.3408811,,
0.357333333,0.3472241,,
0.357666667,0.3290003,,
0.358,0.3369931,,
0.358333333,0.3709996,,
0.358666667,0.3345285,,
0.359,0.3354351,,
0.359333333,0.3328716,,
0.359666667,0.3397683,,
0.36,0.3406195,,
0.360333333,0.3427574,,
0.360666667,0.3412351,,
0.361,0.3320567,,
0.361333333,0.3417615,,
0.361666667,0.3368185,,
0.362,0.3368176,,
0.362333333,0.3453169,,
0.362666667,0.3289783,,
0.363,0.3351835,,
0.363333333,0.3531025,,
0.363666667,0.3358524,,
0.364,0.3371792,,
0.364333333,0.359833,,
0.364666667,0.3421401,,
